"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 02 10:57:03 CST 2021","Tue Mar 02 10:57:05 CST 2021","2186","case","test_instructions","TestClass","","","跳转到电子说明书页",""
"passed","Tue Mar 02 11:07:44 CST 2021","Tue Mar 02 11:07:53 CST 2021","8799","case","test_login_phone","TestClass","","","错误账号密码点击登录测试",""
"passed","Tue Mar 02 11:00:55 CST 2021","Tue Mar 02 11:00:58 CST 2021","2497","case","test_instructions","TestClass6","","","确认删除",""
"passed","Tue Mar 02 11:00:43 CST 2021","Tue Mar 02 11:00:50 CST 2021","7675","case","test_instructions","TestClass6","","","查询是否有历史记录，如无，则新生成一条",""
"passed","Tue Mar 02 11:30:34 CST 2021","Tue Mar 02 11:34:11 CST 2021","217260","case","test_room_list","TestClass8","","","不断删除房间直至全部删除",""
"passed","Tue Mar 02 10:45:37 CST 2021","Tue Mar 02 10:45:44 CST 2021","7337","case","test_help_feedback2","TestClass1","","","功能异常展示",""
"passed","Tue Mar 02 11:09:29 CST 2021","Tue Mar 02 11:09:32 CST 2021","3737","case","test_login_phone","TestClass","","","点击返回键，页面跳转到设备页测试",""
"passed","Tue Mar 02 11:16:57 CST 2021","Tue Mar 02 11:17:04 CST 2021","7667","case","test_person","TestClass3","","","姓名为空点击取消按钮测试",""
"passed","Tue Mar 02 10:57:49 CST 2021","Tue Mar 02 10:58:05 CST 2021","16132","case","test_instructions","TestClass1","","","查看电子说明书",""
"passed","Tue Mar 02 10:49:03 CST 2021","Tue Mar 02 10:49:08 CST 2021","4838","case","test_help_feedback2","TestClass5","","","显示的控制功能与空调型号不对应详情",""
"passed","Tue Mar 02 10:50:26 CST 2021","Tue Mar 02 10:50:31 CST 2021","5275","case","test_help_feedback2","TestClass7","","","空调设备离线详情",""
"passed","Tue Mar 02 10:47:53 CST 2021","Tue Mar 02 10:48:01 CST 2021","8153","case","test_help_feedback2","TestClass4","","","修改空调设备名称详情",""
"passed","Tue Mar 02 10:57:00 CST 2021","Tue Mar 02 10:57:03 CST 2021","3013","case","test_instructions","TestClass","","","列表显示",""
"passed","Tue Mar 02 11:40:54 CST 2021","Tue Mar 02 11:41:00 CST 2021","5791","case","test_setting","TestClass2","","","账号安全UI显示文本测试",""
"passed","Tue Mar 02 11:36:20 CST 2021","Tue Mar 02 11:36:28 CST 2021","7731","case","test_scene_no","TestClass1","","","点击继续添加设备按钮测试",""
"passed","Tue Mar 02 10:43:03 CST 2021","Tue Mar 02 10:43:12 CST 2021","8922","case","test_family_list","TestClass2","","","1-20位家庭名称点击取消测试",""
"passed","Tue Mar 02 11:17:28 CST 2021","Tue Mar 02 11:17:34 CST 2021","5424","case","test_person","TestClass3","","","姓名为空点击确认按钮测试",""
"passed","Tue Mar 02 10:32:52 CST 2021","Tue Mar 02 10:33:22 CST 2021","29053","case","test_air_install","TestClass12","","","手机号非纯数字",""
"passed","Tue Mar 02 11:12:44 CST 2021","Tue Mar 02 11:12:47 CST 2021","3468","case","test_person","TestClass2","","","默认昵称点击取消按钮测试",""
"broken","Tue Mar 02 10:48:21 CST 2021","Tue Mar 02 10:48:26 CST 2021","5084","case","test_help_feedback2","TestClass4","","","如何分享设备详情",""
"passed","Tue Mar 02 10:51:50 CST 2021","Tue Mar 02 10:51:57 CST 2021","6779","case","test_help_feedback2","TestClass10","","","页面显示",""
"passed","Tue Mar 02 10:47:25 CST 2021","Tue Mar 02 10:47:31 CST 2021","5638","case","test_help_feedback2","TestClass3","","","空调设备复位不成功详情",""
"passed","Tue Mar 02 11:45:36 CST 2021","Tue Mar 02 11:45:43 CST 2021","6284","case","test_setting","TestClass7","","","点击服务热线按钮，切换到手机号拨打页面测试",""
"passed","Tue Mar 02 10:52:19 CST 2021","Tue Mar 02 10:52:40 CST 2021","20819","case","test_help_feedback2","TestClass11","","","历遍所有问题类型",""
"passed","Tue Mar 02 10:53:09 CST 2021","Tue Mar 02 10:53:13 CST 2021","4175","case","test_help_feedback2","TestClass12","","","可点状态：内容已填写",""
"passed","Tue Mar 02 11:18:57 CST 2021","Tue Mar 02 11:19:01 CST 2021","3721","case","test_person","TestClass3","","","输入超20位姓名测试",""
"passed","Tue Mar 02 11:58:25 CST 2021","Tue Mar 02 11:58:25 CST 2021","0","case","test_z","TestClass","","","微信登录成功测试",""
"passed","Tue Mar 02 11:53:49 CST 2021","Tue Mar 02 11:54:03 CST 2021","13664","case","test_virtual","TestClass","","","自动模式下点击舒风",""
"passed","Tue Mar 02 10:58:31 CST 2021","Tue Mar 02 10:58:47 CST 2021","15619","case","test_instructions","TestClass2","","","查看电子说明书",""
"broken","Tue Mar 02 10:59:36 CST 2021","Tue Mar 02 10:59:45 CST 2021","9229","case","test_instructions","TestClass4","","","扫码查询",""
"passed","Tue Mar 02 11:58:25 CST 2021","Tue Mar 02 11:58:25 CST 2021","0","case","test_z","TestClass","","","位置触发场景测试",""
"passed","Tue Mar 02 11:58:25 CST 2021","Tue Mar 02 11:58:25 CST 2021","0","case","test_z","TestClass","","","验证码正确点击注册成功测试",""
"broken","Tue Mar 02 10:39:09 CST 2021","Tue Mar 02 10:39:19 CST 2021","10505","case","test_device_nologin","TestClass","","","点击场景控制快捷入口按钮测试",""
"passed","Tue Mar 02 11:39:25 CST 2021","Tue Mar 02 11:39:29 CST 2021","4656","case","test_scene_no","TestClass5","","","点击手动触发按钮测试",""
"passed","Tue Mar 02 11:58:25 CST 2021","Tue Mar 02 11:58:25 CST 2021","0","case","test_z","TestClass","","","从相册或拍照方式修改头像测试",""
"passed","Tue Mar 02 11:16:29 CST 2021","Tue Mar 02 11:16:33 CST 2021","3446","case","test_person","TestClass3","","","默认姓名点击确认按钮测试",""
"passed","Tue Mar 02 10:27:03 CST 2021","Tue Mar 02 10:27:08 CST 2021","4779","case","test_air_install","TestClass2","","","物流状态选项展示",""
"broken","Tue Mar 02 11:53:19 CST 2021","Tue Mar 02 11:53:31 CST 2021","12211","case","test_virtual","TestClass","","","自动模式下点击ECO",""
"passed","Tue Mar 02 11:46:30 CST 2021","Tue Mar 02 11:46:36 CST 2021","6501","case","test_setting","TestClass8","","","点击取消按钮，关闭退出登录弹框测试",""
"passed","Tue Mar 02 11:25:40 CST 2021","Tue Mar 02 11:25:48 CST 2021","7907","case","test_room_list","TestClass6","","","添加设备",""
"broken","Tue Mar 02 11:04:35 CST 2021","Tue Mar 02 11:04:48 CST 2021","12074","case","test_login_phone","TestClass","","","点击验证码登录按钮，切换到验证码登录页面测试",""
"passed","Tue Mar 02 11:19:24 CST 2021","Tue Mar 02 11:19:29 CST 2021","5208","case","test_person","TestClass4","","","点击性别男按钮测试",""
"broken","Tue Mar 02 11:11:49 CST 2021","Tue Mar 02 11:11:49 CST 2021","0","case","test_person","TestClass1","","","修改头像点击取消按钮测试",""
"passed","Tue Mar 02 11:39:00 CST 2021","Tue Mar 02 11:39:05 CST 2021","5059","case","test_scene_no","TestClass4","","","点击手动触发按钮测试",""
"passed","Tue Mar 02 10:48:58 CST 2021","Tue Mar 02 10:49:03 CST 2021","5455","case","test_help_feedback2","TestClass5","","","设置定时不执行详情",""
"passed","Tue Mar 02 11:47:56 CST 2021","Tue Mar 02 11:48:01 CST 2021","5108","case","test_virtual","TestClass","","","制冷模式下点击舒风",""
"passed","Tue Mar 02 11:10:44 CST 2021","Tue Mar 02 11:10:48 CST 2021","4158","case","test_login_register","TestClass","","","点击隐私政策测试",""
"passed","Tue Mar 02 10:34:32 CST 2021","Tue Mar 02 10:35:03 CST 2021","30942","case","test_air_install","TestClass14","","","联系人字数过长",""
"passed","Tue Mar 02 11:20:49 CST 2021","Tue Mar 02 11:20:53 CST 2021","3585","case","test_person","TestClass5","","","当前日期点击取消测试",""
